Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cancellation Date,Enrollment Date,Cancelled Before Cutoff,Enrolled After Cutoff,Promotion Customer,Tenure,Total Flights in Lifetime,Total Distance,Net Reward Points,Redeem Ratio,Months Since Last Flight,Flights in last 3 months,Flights in last 6 months,Engagement Score,Cancelled In Label Window,Churn,churn_risk_score,churn_risk_tier,segment,segment_name
981737,canada,quebec,montreal,h2t 2j6,female,bachelor,61210.0,divorced,star,2868.6,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,25,37480,37045.0,0.012,1,5,12,0.1396530436768376,False,0,0.19404538820541,Low Risk,1,"Champions (high flights, low churn)"
538854,canada,british columbia,vancouver,v5r 1w3,female,high school or below,46142.0,married,star,2869.3,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,32,49236,48828.0,0.008,0,5,9,0.1857601212892237,False,0,0.2264794975637153,Low Risk,1,"Champions (high flights, low churn)"
973485,canada,quebec,hull,j8y 3z5,female,bachelor,83842.0,married,star,2870.0,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,30,45222,44726.0,0.011,0,6,9,0.1844402962956791,False,0,0.2336250076804826,Low Risk,1,"Champions (high flights, low churn)"
544690,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,100822.0,married,star,2871.15,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,18,32174,31384.0,0.025,1,7,10,0.1204562461182126,False,0,0.2405581090529353,Low Risk,2,Occasional / Higher Churn Risk
810755,canada,british columbia,vancouver,v5r 1w3,male,bachelor,49324.0,married,star,2871.44,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,40,64877,63761.0,0.017,0,3,8,0.2983735439382761,False,0,0.1769789031186983,Low Risk,1,"Champions (high flights, low churn)"
633202,canada,british columbia,vancouver,v6e 3z3,female,bachelor,90213.0,single,star,2872.67,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,38,68558,66483.0,0.03,1,6,10,0.2602964005153088,False,0,0.2382245719515393,Low Risk,1,"Champions (high flights, low churn)"
672431,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,58867.0,married,star,2872.98,standard,2013,2,0.0,0.0,,2013-02-01,False,False,0,64,25,32522,32522.0,0.0,1,5,8,0.285599188646955,False,0,0.1501181843462839,Low Risk,2,Occasional / Higher Churn Risk
680181,canada,nova scotia,halifax,b3j 9s2,male,bachelor,56392.0,married,star,2874.09,standard,2017,4,0.0,0.0,,2017-04-01,False,False,0,14,25,36692,36692.0,0.0,0,7,8,0.1275532428904463,False,0,0.1997805583861718,Low Risk,2,Occasional / Higher Churn Risk
853603,canada,ontario,toronto,m2m 6j7,male,bachelor,61302.0,divorced,star,2876.82,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,27,22415,22114.0,0.013,4,0,4,0.1982886815733144,False,0,0.2444174671110892,Low Risk,2,Occasional / Higher Churn Risk
226643,canada,ontario,trenton,k8v 4b2,male,bachelor,60350.0,divorced,star,2877.81,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,19,24697,24697.0,0.0,3,0,7,0.0812408466880293,False,0,0.2443387733783715,Low Risk,2,Occasional / Higher Churn Risk
332711,canada,nova scotia,halifax,b3c 2m8,male,bachelor,62821.0,divorced,star,2879.51,standard,2013,7,0.0,0.0,,2013-07-01,False,False,0,59,32,43521,43179.0,0.008,3,0,2,0.2121416675471203,False,0,0.1770640135036428,Low Risk,1,"Champions (high flights, low churn)"
305857,canada,british columbia,vancouver,v1e 4r6,female,bachelor,96153.0,married,star,2882.35,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,4,4732,4732.0,0.0,0,4,4,0.0477474930314799,False,0,0.2924761962208333,Low Risk,2,Occasional / Higher Churn Risk
562084,canada,ontario,toronto,m8y 4k8,male,bachelor,96153.0,married,star,2882.35,standard,2014,11,0.0,0.0,,2014-11-01,False,False,0,43,33,45548,44453.0,0.024,0,10,13,0.2663657276343692,False,0,0.2259089496366621,Low Risk,1,"Champions (high flights, low churn)"
859176,canada,quebec,quebec city,g1b 3l5,male,bachelor,99756.0,married,star,2885.41,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,19,24910,23620.0,0.052,0,11,12,0.2263674037936683,False,0,0.2415519035608851,Low Risk,0,Engaged / Mid-Tier Loyalty
297218,canada,quebec,montreal,h2t 9k8,male,bachelor,70669.0,single,star,2886.23,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,0,0,0.0,0.0,999,0,0,0.0469529724564456,False,1,0.8673980198164621,High Risk,4,Dormant / Never Flew
547360,canada,british columbia,dawson creek,u5i 4f1,female,master,71038.0,married,star,2886.45,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,31,40565,37863.0,0.067,1,6,7,0.1206328258041347,False,0,0.219906610501339,Low Risk,0,Engaged / Mid-Tier Loyalty
773290,canada,ontario,toronto,p1l 8x8,female,bachelor,90879.0,married,star,2891.27,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,24,33072,31731.0,0.041,3,0,3,0.1934310854786622,False,0,0.2301735361173253,Low Risk,0,Engaged / Mid-Tier Loyalty
569846,canada,ontario,toronto,p5s 6r4,female,bachelor,47990.0,married,star,2891.72,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,9,15452,15093.0,0.023,1,3,9,0.0837431742045581,False,0,0.4368433212823301,Medium Risk,2,Occasional / Higher Churn Risk
707710,canada,ontario,thunder bay,k8t 5m5,male,doctor,296657.0,married,star,8886.3,2018 promotion,2018,3,0.0,0.0,,2018-03-01,False,False,1,3,0,0,0.0,0.0,999,0,0,0.031590728015023,False,1,0.9097996070538684,High Risk,4,Dormant / Never Flew
235229,canada,ontario,ottawa,k1f 2r2,female,bachelor,27603.0,single,star,9075.77,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,35,39175,58762.5,0.0,0,32,35,0.3810324920458371,False,0,0.461022952269804,Medium Risk,1,"Champions (high flights, low churn)"
190720,canada,british columbia,whistler,v6t 1y8,female,bachelor,77135.0,married,star,2893.81,standard,2013,10,0.0,0.0,,2013-10-01,False,False,0,56,36,50202,49198.0,0.02,0,11,16,0.3304604962445804,False,0,0.1669247199481758,Low Risk,1,"Champions (high flights, low churn)"
467249,canada,british columbia,vancouver,v6e 3d9,male,bachelor,65762.0,married,star,2895.52,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,12,21704,21201.0,0.023,0,5,10,0.1062831238018236,False,1,0.3084793504635379,Medium Risk,2,Occasional / Higher Churn Risk
689112,canada,ontario,toronto,p2t 6g3,male,bachelor,65762.0,married,star,2895.52,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,26,40309,39821.0,0.012,0,4,5,0.295933131866154,False,0,0.1371820730304752,Low Risk,1,"Champions (high flights, low churn)"
415862,canada,alberta,edmonton,t3g 6y6,male,bachelor,56600.0,divorced,star,2896.92,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,19,29086,27980.0,0.038,0,1,4,0.0787851756188402,False,0,0.2391451737049617,Low Risk,0,Engaged / Mid-Tier Loyalty
316082,canada,ontario,kingston,m9k 2p4,female,college,73455.0,single,star,2897.49,standard,2013,2,0.0,0.0,,2013-02-01,False,False,0,64,19,32928,32928.0,0.0,0,2,5,0.2546642095782107,False,0,0.2056206368161136,Low Risk,2,Occasional / Higher Churn Risk
671628,canada,yukon,whitehorse,y2k 6r0,female,college,73455.0,single,star,2897.78,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,15,27971,27971.0,0.0,0,6,11,0.1166268058937004,False,0,0.3135084549289617,Medium Risk,2,Occasional / Higher Churn Risk
632826,canada,ontario,toronto,m2m 7k8,male,college,73455.0,single,star,2898.73,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,32,52324,51926.0,0.008,0,7,13,0.1555170754293731,False,0,0.264894818513449,Low Risk,1,"Champions (high flights, low churn)"
682571,canada,british columbia,kelowna,v09 2e9,female,bachelor,56594.0,divorced,star,2899.32,standard,2012,12,0.0,0.0,,2012-12-01,False,False,0,66,23,31520,30530.0,0.031,0,5,9,0.2973387758022596,False,1,0.2954106621483288,Low Risk,0,Engaged / Mid-Tier Loyalty
940200,canada,ontario,trenton,k8v 4b2,male,bachelor,76121.0,married,star,9152.49,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,16,23952,35928.0,0.0,0,16,16,0.1944175059829945,False,0,0.6136861133142001,High Risk,2,Occasional / Higher Churn Risk
301152,canada,nova scotia,halifax,b3j 9s2,female,bachelor,49390.0,married,star,2902.62,standard,2018,1,0.0,0.0,,2018-01-01,False,False,0,5,3,5199,5199.0,0.0,3,0,3,0.0346821487002526,False,0,0.4782952417616954,Medium Risk,2,Occasional / Higher Churn Risk
869672,canada,ontario,trenton,k8v 4b2,female,college,73455.0,single,star,9672.7,2018 promotion,2018,4,0.0,0.0,,2018-04-01,False,False,1,2,20,32660,48385.0,0.012,0,20,20,0.2373616390850525,False,0,0.479253510836457,Medium Risk,2,Occasional / Higher Churn Risk
891790,canada,alberta,peace river,t9o 2w2,female,bachelor,81492.0,married,star,2903.94,standard,2013,6,0.0,0.0,,2013-06-01,False,False,0,60,25,34024,33104.0,0.027,0,7,10,0.2928542159535031,False,0,0.1601482375910945,Low Risk,1,"Champions (high flights, low churn)"
295510,canada,quebec,montreal,h2t 2j6,male,bachelor,64929.0,married,star,2906.89,standard,2017,9,0.0,0.0,,2017-09-01,False,False,0,9,17,27993,27442.0,0.02,0,6,11,0.1200331539830003,False,0,0.256044671466397,Low Risk,2,Occasional / Higher Churn Risk
375694,canada,british columbia,victoria,v10 6t5,female,bachelor,64929.0,married,star,2906.89,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,28,47724,47724.0,0.0,1,6,11,0.3261142350640814,False,0,0.1143849307891249,Low Risk,1,"Champions (high flights, low churn)"
182519,canada,british columbia,vancouver,v6e 3d9,male,bachelor,69240.0,divorced,star,2907.9,standard,2015,4,0.0,0.0,,2015-04-01,False,False,0,38,27,33839,33271.0,0.017,0,8,12,0.2337807538806235,False,0,0.2383722815404567,Low Risk,1,"Champions (high flights, low churn)"
142906,canada,quebec,montreal,h2y 2w2,male,bachelor,46781.0,married,star,2911.92,standard,2013,8,0.0,0.0,,2013-08-01,False,False,0,58,30,52568,51134.0,0.027,3,0,2,0.2088627950228546,False,0,0.1879871293765841,Low Risk,1,"Champions (high flights, low churn)"
871980,canada,british columbia,whistler,v6t 1y8,female,bachelor,46781.0,married,star,2911.92,standard,2014,3,0.0,0.0,,2014-03-01,False,False,0,51,36,43836,43398.0,0.01,0,10,17,0.3130913842258684,False,0,0.2136888308861704,Low Risk,1,"Champions (high flights, low churn)"
856667,canada,ontario,toronto,m8y 4k8,female,bachelor,100255.0,divorced,star,2912.25,standard,2016,3,0.0,0.0,,2016-03-01,False,False,0,27,22,31727,30985.0,0.023,0,5,9,0.1656217169996428,False,0,0.2282671445986554,Low Risk,2,Occasional / Higher Churn Risk
556626,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,82324.0,single,star,2912.91,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,34,47536,46760.0,0.016,0,5,13,0.2122586135096116,False,0,0.2340701485141858,Low Risk,1,"Champions (high flights, low churn)"
968447,canada,british columbia,vancouver,v5r 1w3,female,bachelor,59569.0,divorced,star,2914.96,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,31,49433,49433.0,0.0,3,0,8,0.1470676769835638,False,0,0.197273428328037,Low Risk,1,"Champions (high flights, low churn)"
409102,canada,newfoundland,st. john's,a1c 6h9,male,bachelor,95276.0,married,star,2915.61,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,21,33176,32329.0,0.026,0,4,8,0.3005655598185828,False,0,0.1389572014822085,Low Risk,2,Occasional / Higher Churn Risk
291510,canada,ontario,toronto,p1w 1k4,female,bachelor,92802.0,married,star,2915.65,standard,2016,2,0.0,0.0,,2016-02-01,False,False,0,28,20,28569,28165.0,0.014,0,7,7,0.1700761777772936,False,0,0.2451452521804924,Low Risk,2,Occasional / Higher Churn Risk
232555,canada,british columbia,whistler,v6t 1y8,male,bachelor,62242.0,married,star,2919.71,standard,2015,4,2018.0,10.0,2018-10-01,2015-04-01,False,False,0,38,32,46107,44951.0,0.025,0,7,9,0.2136763482259004,True,1,0.271299368452461,Low Risk,1,"Champions (high flights, low churn)"
152740,canada,british columbia,whistler,v6t 1y8,male,bachelor,77288.0,married,star,2921.49,standard,2017,12,0.0,0.0,,2017-12-01,False,False,0,6,14,21163,20780.0,0.018,0,10,14,0.1463878568583612,False,0,0.5032251839288316,Medium Risk,2,Occasional / Higher Churn Risk
652498,canada,alberta,calgary,t3e 2v9,male,bachelor,79075.0,married,star,2924.98,standard,2017,5,0.0,0.0,,2017-05-01,False,False,0,13,23,36887,36081.0,0.022,1,4,7,0.1031247994350148,False,0,0.2116601584363724,Low Risk,2,Occasional / Higher Churn Risk
922926,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,49217.0,single,star,2926.52,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,24,37419,36231.0,0.032,0,3,11,0.2254106962116184,False,0,0.2052948232912488,Low Risk,1,"Champions (high flights, low churn)"
565533,canada,quebec,tremblant,h5y 2s9,female,bachelor,88142.0,married,star,2927.22,standard,2016,11,0.0,0.0,,2016-11-01,False,False,0,19,27,44312,43308.0,0.023,1,7,10,0.1544121771787659,False,0,0.2397637670589909,Low Risk,1,"Champions (high flights, low churn)"
615022,canada,saskatchewan,regina,s6j 3g0,male,bachelor,47165.0,married,star,2927.52,standard,2013,6,0.0,0.0,,2013-06-01,False,False,0,60,30,47432,47049.0,0.008,0,7,10,0.2929266117585008,False,0,0.1698751251399862,Low Risk,1,"Champions (high flights, low churn)"
778031,canada,ontario,kingston,m9k 2p4,female,bachelor,47165.0,married,star,2927.52,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,25,41285,40723.0,0.014,0,5,6,0.1171789331335843,False,0,0.2303256386725859,Low Risk,1,"Champions (high flights, low churn)"
618124,canada,alberta,calgary,t3e 2v9,male,bachelor,103965.0,married,star,2929.92,standard,2015,4,0.0,0.0,,2015-04-01,False,False,0,38,22,30259,29592.0,0.022,1,4,6,0.1826974650006053,False,0,0.2174478001789205,Low Risk,2,Occasional / Higher Churn Risk
494179,canada,alberta,banff,t4v 1d4,male,bachelor,56539.0,married,star,2930.69,standard,2015,7,0.0,0.0,,2015-07-01,False,False,0,35,34,59807,59807.0,0.0,0,10,14,0.244389075862122,False,0,0.2223592926698612,Low Risk,1,"Champions (high flights, low churn)"
963985,canada,quebec,montreal,h4g 3t4,female,college,73455.0,married,star,2933.96,standard,2015,1,0.0,0.0,,2015-01-01,False,False,0,41,29,41134,41134.0,0.0,1,7,11,0.2336591555751768,False,0,0.2111698756936212,Low Risk,1,"Champions (high flights, low churn)"
676631,canada,quebec,montreal,h4g 3t4,male,bachelor,51795.0,married,star,2936.73,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,25,32267,30270.0,0.062,2,1,5,0.0365120645934292,False,0,0.2821586922012402,Low Risk,0,Engaged / Mid-Tier Loyalty
677213,canada,new brunswick,fredericton,e3b 2h2,male,bachelor,51795.0,married,star,2936.73,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,17,18846,17795.0,0.056,0,6,9,0.1204559829363245,False,0,0.3050947069437186,Medium Risk,0,Engaged / Mid-Tier Loyalty
876755,canada,british columbia,victoria,v10 6t5,female,bachelor,92785.0,single,star,2937.42,standard,2013,1,0.0,0.0,,2013-01-01,False,False,0,65,18,24082,23577.0,0.021,1,2,6,0.2630671426549639,False,0,0.20695200886664,Low Risk,2,Occasional / Higher Churn Risk
454690,canada,british columbia,vancouver,v5r 1w3,male,bachelor,70951.0,married,star,2939.33,standard,2017,3,0.0,0.0,,2017-03-01,False,False,0,15,27,35444,35444.0,0.0,0,9,11,0.1567073700400924,False,0,0.2656386114381083,Low Risk,1,"Champions (high flights, low churn)"
959478,canada,ontario,trenton,k8v 4b2,male,bachelor,103424.0,divorced,star,2939.94,standard,2016,7,0.0,0.0,,2016-07-01,False,False,0,23,17,27476,26560.0,0.033,0,3,7,0.1315197311123407,False,0,0.2616062303952679,Low Risk,0,Engaged / Mid-Tier Loyalty
722988,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,79054.0,divorced,star,2941.83,standard,2013,3,0.0,0.0,,2013-03-01,False,False,0,63,28,37406,36835.0,0.015,2,3,10,0.2813665513176115,False,0,0.1832715184718709,Low Risk,1,"Champions (high flights, low churn)"
970092,canada,british columbia,vancouver,v6e 3z3,male,bachelor,85764.0,married,star,2944.18,standard,2015,11,0.0,0.0,,2015-11-01,False,False,0,31,22,25768,25768.0,0.0,0,3,3,0.1389519327380411,False,0,0.2365818828872125,Low Risk,2,Occasional / Higher Churn Risk
383190,canada,ontario,thunder bay,k8t 5m5,female,bachelor,95770.0,married,star,2944.78,standard,2015,4,0.0,0.0,,2015-04-01,False,False,0,38,22,32313,31358.0,0.03,2,2,8,0.1816774448320054,False,0,0.2208976042857114,Low Risk,2,Occasional / Higher Churn Risk
313254,canada,ontario,toronto,p1j 8t7,female,bachelor,58372.0,married,star,2945.37,standard,2015,10,0.0,0.0,,2015-10-01,False,False,0,32,29,47996,47070.0,0.019,1,2,5,0.1467031036390293,False,0,0.2284146476905859,Low Risk,1,"Champions (high flights, low churn)"
673401,canada,british columbia,vancouver,v5r 1w3,male,bachelor,58372.0,married,star,2945.37,standard,2014,3,0.0,0.0,,2014-03-01,False,False,0,51,26,43209,42757.0,0.01,0,4,6,0.2266638188299236,False,0,0.2101707238436622,Low Risk,1,"Champions (high flights, low churn)"
144830,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,97333.0,divorced,star,2946.0,standard,2012,5,0.0,0.0,,2012-05-01,False,False,0,73,30,38403,37782.0,0.016,0,10,12,0.363010537751369,False,0,0.1357791309909518,Low Risk,1,"Champions (high flights, low churn)"
727428,canada,quebec,montreal,h2t 2j6,male,bachelor,97333.0,divorced,star,2946.0,standard,2018,1,2018.0,9.0,2018-09-01,2018-01-01,False,False,0,5,13,21212,21212.0,0.0,0,10,13,0.1381827688059529,True,1,0.4304099764074053,Medium Risk,2,Occasional / Higher Churn Risk
174343,canada,ontario,toronto,m1r 4k3,male,bachelor,97230.0,single,star,2946.15,standard,2013,3,0.0,0.0,,2013-03-01,False,False,0,63,42,68881,68881.0,0.0,0,9,13,0.3286943926763139,False,0,0.1901888953511485,Low Risk,1,"Champions (high flights, low churn)"
362586,canada,quebec,hull,j8y 3z5,male,bachelor,89419.0,divorced,star,2949.28,standard,2013,4,0.0,0.0,,2013-04-01,False,False,0,62,35,42054,41447.0,0.014,0,6,12,0.3041193154784443,False,0,0.1758542515028539,Low Risk,1,"Champions (high flights, low churn)"
722518,canada,british columbia,vancouver,v5r 1w3,female,bachelor,61836.0,married,star,2956.36,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,27,34744,34204.0,0.016,1,4,9,0.1265385780439085,False,0,0.2235175135823742,Low Risk,1,"Champions (high flights, low churn)"
750457,canada,ontario,toronto,p1w 1k4,male,bachelor,100956.0,divorced,star,2957.1,standard,2018,5,0.0,0.0,,2018-05-01,False,False,0,1,6,7320,7320.0,0.0,0,6,6,0.0686504788176505,False,0,0.4338635260425494,Medium Risk,2,Occasional / Higher Churn Risk
905909,canada,british columbia,vancouver,v6e 3d9,male,bachelor,100956.0,divorced,star,2957.1,standard,2015,1,0.0,0.0,,2015-01-01,False,False,0,41,26,37603,35958.0,0.044,0,9,11,0.2445997657004412,False,0,0.2447674894031808,Low Risk,0,Engaged / Mid-Tier Loyalty
156313,canada,newfoundland,st. john's,a1c 6h9,female,master,128111.0,single,star,2959.95,standard,2016,10,0.0,0.0,,2016-10-01,False,False,0,20,29,47913,47913.0,0.0,0,7,8,0.1480871223132656,False,0,0.2019176508319774,Low Risk,1,"Champions (high flights, low churn)"
501854,canada,ontario,trenton,k8v 4b2,male,college,73455.0,single,star,2960.03,standard,2014,5,2018.0,10.0,2018-10-01,2014-05-01,False,False,0,49,20,23183,20827.0,0.102,2,1,5,0.1987457628987825,True,1,0.3736372291672813,Medium Risk,0,Engaged / Mid-Tier Loyalty
821314,canada,quebec,montreal,h2t 2j6,male,high school or below,65752.0,married,star,2961.31,standard,2017,6,0.0,0.0,,2017-06-01,False,False,0,12,20,28465,27204.0,0.044,0,7,10,0.1308681923550695,False,0,0.2354722434237523,Low Risk,0,Engaged / Mid-Tier Loyalty
160471,canada,ontario,toronto,m2m 7k8,female,high school or below,52743.0,married,star,2962.72,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0032688947217624,False,0,0.479942212293229,Medium Risk,4,Dormant / Never Flew
164794,canada,british columbia,victoria,v10 6t5,male,bachelor,57668.0,married,star,2967.67,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,5,8925,8925.0,0.0,0,5,5,0.0549678092794615,False,0,0.3737962120357319,Medium Risk,2,Occasional / Higher Churn Risk
231508,canada,quebec,montreal,h2t 2j6,male,bachelor,57668.0,married,star,2967.67,standard,2014,2,0.0,0.0,,2014-02-01,False,False,0,52,28,45027,45027.0,0.0,0,12,17,0.3275104926277715,False,0,0.1633463468181109,Low Risk,1,"Champions (high flights, low churn)"
869164,canada,alberta,edmonton,t9g 1w3,male,bachelor,48980.0,married,star,2974.31,standard,2012,8,0.0,0.0,,2012-08-01,False,False,0,70,26,43117,41830.0,0.03,0,7,11,0.3317560119549209,False,0,0.1298176094665846,Low Risk,1,"Champions (high flights, low churn)"
177029,canada,ontario,kingston,m9k 2p4,male,bachelor,90879.0,married,star,2981.55,standard,2017,10,0.0,0.0,,2017-10-01,False,False,0,8,5,9100,9100.0,0.0,1,2,5,0.0657331031442425,False,0,0.3136445815857172,Medium Risk,2,Occasional / Higher Churn Risk
842855,canada,alberta,banff,t4v 1d4,male,college,73455.0,married,star,2981.88,standard,2014,12,0.0,0.0,,2014-12-01,False,False,0,42,32,50813,50421.0,0.008,1,4,6,0.1963705071836559,False,0,0.2326219988390399,Low Risk,1,"Champions (high flights, low churn)"
578114,canada,quebec,montreal,h2t 9k8,male,college,73455.0,single,star,2987.95,standard,2014,9,0.0,0.0,,2014-09-01,False,False,0,45,27,36971,36200.0,0.021,0,4,5,0.2016223177743558,False,0,0.208224473697551,Low Risk,1,"Champions (high flights, low churn)"
941127,canada,new brunswick,fredericton,e3b 2h2,male,college,73455.0,married,star,2989.91,standard,2014,4,0.0,0.0,,2014-04-01,False,False,0,50,14,25806,25806.0,0.0,1,1,5,0.2022158794728069,False,0,0.2224355113851145,Low Risk,2,Occasional / Higher Churn Risk
111485,canada,ontario,toronto,p5s 6r4,female,bachelor,90349.0,divorced,star,2989.96,standard,2015,5,0.0,0.0,,2015-05-01,False,False,0,37,30,48028,46196.0,0.038,0,5,12,0.2143499699899036,False,0,0.2350024966132108,Low Risk,1,"Champions (high flights, low churn)"
280087,canada,british columbia,vancouver,v6e 3d9,female,bachelor,90349.0,divorced,star,2989.96,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,20,24147,23035.0,0.046,1,1,5,0.2191079248757357,False,0,0.2442265885434278,Low Risk,0,Engaged / Mid-Tier Loyalty
931183,canada,ontario,toronto,p2t 6g3,female,college,73455.0,single,star,2991.7,standard,2014,3,0.0,0.0,,2014-03-01,False,False,0,51,32,40864,40102.0,0.019,1,1,1,0.1859919104090511,False,0,0.247368170078104,Low Risk,1,"Champions (high flights, low churn)"
920211,canada,ontario,london,m5b 3e4,male,bachelor,54234.0,married,star,9976.25,2018 promotion,2018,2,0.0,0.0,,2018-02-01,False,False,1,4,21,19309,28963.5,0.0,0,21,21,0.2553871047397833,False,0,0.572189481686489,Medium Risk,2,Occasional / Higher Churn Risk
683660,canada,manitoba,winnipeg,r3r 3t4,male,bachelor,69371.0,divorced,star,2996.89,standard,2015,9,0.0,0.0,,2015-09-01,False,False,0,33,34,52963,51915.0,0.02,0,6,14,0.2160964372834262,False,0,0.2312109395272911,Low Risk,1,"Champions (high flights, low churn)"
793473,canada,quebec,montreal,h4g 3t4,female,bachelor,88282.0,married,star,3000.44,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,13,17522,17522.0,0.0,1,3,8,0.0926885213323735,False,0,0.2754233531979377,Low Risk,2,Occasional / Higher Churn Risk
379351,canada,british columbia,whistler,v6t 1y8,male,college,73455.0,divorced,star,3007.39,standard,2016,7,0.0,0.0,,2016-07-01,False,False,0,23,27,43833,42764.0,0.024,0,4,11,0.1567694432470571,False,0,0.2297922046530611,Low Risk,1,"Champions (high flights, low churn)"
169054,canada,manitoba,winnipeg,r2c 0m5,male,college,73455.0,single,star,3008.97,standard,2012,7,0.0,0.0,,2012-07-01,False,False,0,71,17,29033,27957.0,0.037,1,5,5,0.2949594742607983,False,0,0.1397132090175646,Low Risk,0,Engaged / Mid-Tier Loyalty
456433,canada,manitoba,winnipeg,r2c 0m5,female,college,73455.0,single,star,3011.27,standard,2017,1,0.0,0.0,,2017-01-01,False,False,0,17,23,35738,35738.0,0.0,0,5,11,0.1419458680419452,False,0,0.2105024703566831,Low Risk,2,Occasional / Higher Churn Risk
862258,canada,british columbia,vancouver,v6e 3d9,female,bachelor,60452.0,married,star,3011.34,standard,2016,2,0.0,0.0,,2016-02-01,False,False,0,28,25,36692,36692.0,0.0,1,1,3,0.1181534284102666,False,0,0.1955948721616886,Low Risk,2,Occasional / Higher Churn Risk
114927,canada,british columbia,whistler,v6t 1y8,male,doctor,190674.0,divorced,star,3013.44,standard,2017,4,0.0,0.0,,2017-04-01,False,False,0,14,25,29548,28316.0,0.042,0,6,8,0.1225462955415656,False,0,0.2062546653179832,Low Risk,0,Engaged / Mid-Tier Loyalty
426302,canada,ontario,toronto,m8y 4k8,female,bachelor,89394.0,married,star,3020.42,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,14,18051,18051.0,0.0,1,5,8,0.1036194295601064,False,0,0.319940805327214,Medium Risk,2,Occasional / Higher Churn Risk
323448,canada,ontario,toronto,p1j 8t7,male,college,73455.0,single,star,3021.94,standard,2015,3,0.0,0.0,,2015-03-01,False,False,0,39,38,63554,62549.0,0.016,2,2,7,0.1803907606582002,False,0,0.2740803232411199,Low Risk,1,"Champions (high flights, low churn)"
821820,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,single,star,3028.78,standard,2015,1,0.0,0.0,,2015-01-01,False,False,0,41,21,33095,33095.0,0.0,2,1,6,0.1768317743317942,False,0,0.2257634888082435,Low Risk,2,Occasional / Higher Churn Risk
237751,canada,british columbia,vancouver,v6e 3d9,female,college,73455.0,single,star,3031.4,standard,2018,6,0.0,0.0,,2018-06-01,False,False,0,0,0,0,0.0,0.0,999,0,0,0.0034797574820358,False,0,0.3782534465076035,Medium Risk,4,Dormant / Never Flew
523296,canada,ontario,toronto,p2t 6g3,male,college,73455.0,single,star,3031.4,standard,2017,8,0.0,0.0,,2017-08-01,False,False,0,10,18,26055,26055.0,0.0,0,3,7,0.0878816145821026,False,0,0.2320171354980671,Low Risk,2,Occasional / Higher Churn Risk
566851,canada,ontario,toronto,p1l 8x8,female,bachelor,85897.0,married,star,3032.82,standard,2013,11,0.0,0.0,,2013-11-01,False,False,0,55,21,28335,28335.0,0.0,0,6,8,0.261119309932978,False,0,0.2285821598018383,Low Risk,2,Occasional / Higher Churn Risk
