Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month
339800,canada,alberta,banff,t4v 1d4,male,bachelor,97230.0,single,star,2946.15,standard,2016,10,2017.0,6.0
362586,canada,quebec,hull,j8y 3z5,male,bachelor,89419.0,divorced,star,2949.28,standard,2013,4,0.0,0.0
999731,canada,british columbia,whistler,v6t 1y8,female,bachelor,82837.0,married,star,2951.29,standard,2013,9,2017.0,12.0
722518,canada,british columbia,vancouver,v5r 1w3,female,bachelor,61836.0,married,star,2956.36,standard,2017,1,0.0,0.0
750457,canada,ontario,toronto,p1w 1k4,male,bachelor,100956.0,divorced,star,2957.1,standard,2018,5,0.0,0.0
905909,canada,british columbia,vancouver,v6e 3d9,male,bachelor,100956.0,divorced,star,2957.1,standard,2015,1,0.0,0.0
156313,canada,newfoundland,st. john's,a1c 6h9,female,master,128111.0,single,star,2959.95,standard,2016,10,0.0,0.0
501854,canada,ontario,trenton,k8v 4b2,male,college,73455.0,single,star,2960.03,standard,2014,5,2018.0,10.0
821314,canada,quebec,montreal,h2t 2j6,male,high school or below,65752.0,married,star,2961.31,standard,2017,6,0.0,0.0
160471,canada,ontario,toronto,m2m 7k8,female,high school or below,52743.0,married,star,2962.72,standard,2018,6,0.0,0.0
113442,canada,new brunswick,moncton,e1a 2a7,male,bachelor,84453.0,divorced,star,2962.98,standard,2018,9,0.0,0.0
164794,canada,british columbia,victoria,v10 6t5,male,bachelor,57668.0,married,star,2967.67,standard,2018,6,0.0,0.0
231508,canada,quebec,montreal,h2t 2j6,male,bachelor,57668.0,married,star,2967.67,standard,2014,2,0.0,0.0
869164,canada,alberta,edmonton,t9g 1w3,male,bachelor,48980.0,married,star,2974.31,standard,2012,8,0.0,0.0
820265,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,58651.0,married,star,2975.26,standard,2018,8,0.0,0.0
177029,canada,ontario,kingston,m9k 2p4,male,bachelor,90879.0,married,star,2981.55,standard,2017,10,0.0,0.0
842855,canada,alberta,banff,t4v 1d4,male,college,73455.0,married,star,2981.88,standard,2014,12,0.0,0.0
578114,canada,quebec,montreal,h2t 9k8,male,college,73455.0,single,star,2987.95,standard,2014,9,0.0,0.0
941127,canada,new brunswick,fredericton,e3b 2h2,male,college,73455.0,married,star,2989.91,standard,2014,4,0.0,0.0
111485,canada,ontario,toronto,p5s 6r4,female,bachelor,90349.0,divorced,star,2989.96,standard,2015,5,0.0,0.0
280087,canada,british columbia,vancouver,v6e 3d9,female,bachelor,90349.0,divorced,star,2989.96,standard,2013,11,0.0,0.0
931183,canada,ontario,toronto,p2t 6g3,female,college,73455.0,single,star,2991.7,standard,2014,3,0.0,0.0
920211,canada,ontario,london,m5b 3e4,male,bachelor,54234.0,married,star,9976.25,2018 promotion,2018,2,0.0,0.0
683660,canada,manitoba,winnipeg,r3r 3t4,male,bachelor,69371.0,divorced,star,2996.89,standard,2015,9,0.0,0.0
989658,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,52808.0,married,star,2999.34,standard,2015,12,2016.0,8.0
793473,canada,quebec,montreal,h4g 3t4,female,bachelor,88282.0,married,star,3000.44,standard,2017,8,0.0,0.0
379351,canada,british columbia,whistler,v6t 1y8,male,college,73455.0,divorced,star,3007.39,standard,2016,7,0.0,0.0
169054,canada,manitoba,winnipeg,r2c 0m5,male,college,73455.0,single,star,3008.97,standard,2012,7,0.0,0.0
456433,canada,manitoba,winnipeg,r2c 0m5,female,college,73455.0,single,star,3011.27,standard,2017,1,0.0,0.0
862258,canada,british columbia,vancouver,v6e 3d9,female,bachelor,60452.0,married,star,3011.34,standard,2016,2,0.0,0.0
114927,canada,british columbia,whistler,v6t 1y8,male,doctor,190674.0,divorced,star,3013.44,standard,2017,4,0.0,0.0
426302,canada,ontario,toronto,m8y 4k8,female,bachelor,89394.0,married,star,3020.42,standard,2017,8,0.0,0.0
323448,canada,ontario,toronto,p1j 8t7,male,college,73455.0,single,star,3021.94,standard,2015,3,0.0,0.0
707860,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,single,star,3021.94,standard,2018,10,0.0,0.0
515605,canada,quebec,tremblant,h5y 2s9,male,doctor,279713.0,single,star,3023.89,standard,2013,4,2018.0,1.0
821820,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,single,star,3028.78,standard,2015,1,0.0,0.0
237751,canada,british columbia,vancouver,v6e 3d9,female,college,73455.0,single,star,3031.4,standard,2018,6,0.0,0.0
523296,canada,ontario,toronto,p2t 6g3,male,college,73455.0,single,star,3031.4,standard,2017,8,0.0,0.0
566851,canada,ontario,toronto,p1l 8x8,female,bachelor,85897.0,married,star,3032.82,standard,2013,11,0.0,0.0
420204,canada,british columbia,whistler,v6t 1y8,female,bachelor,86920.0,single,star,3038.83,standard,2017,10,0.0,0.0
596033,canada,alberta,banff,t4v 1d4,female,doctor,94871.0,divorced,star,3041.79,standard,2015,8,2016.0,9.0
107203,canada,british columbia,vancouver,v5r 1w3,female,master,94014.0,divorced,star,3044.79,standard,2016,3,0.0,0.0
309480,canada,ontario,sudbury,m5v 1g5,female,bachelor,71012.0,married,star,3045.06,standard,2018,7,0.0,0.0
499563,canada,ontario,ottawa,k1g 4z0,male,college,73455.0,married,star,10013.78,2018 promotion,2018,4,2018.0,12.0
171788,canada,ontario,sudbury,m5v 1g5,female,bachelor,103061.0,divorced,star,10090.41,2018 promotion,2018,2,0.0,0.0
383701,canada,quebec,quebec city,g1b 3l5,male,bachelor,62937.0,married,star,3055.7,standard,2017,9,0.0,0.0
678341,canada,ontario,ottawa,k1f 2r2,female,bachelor,57018.0,married,star,3056.22,standard,2017,6,0.0,0.0
279821,canada,ontario,trenton,k8v 4b2,male,bachelor,79531.0,married,star,3059.28,standard,2012,12,0.0,0.0
202784,canada,british columbia,victoria,v10 6t5,female,college,73455.0,single,star,3059.43,standard,2012,9,0.0,0.0
765542,canada,newfoundland,st. john's,a1c 6h9,male,bachelor,96566.0,single,star,3061.8,standard,2018,10,0.0,0.0
646023,canada,ontario,toronto,p1l 8x8,male,bachelor,48726.0,married,star,3065.37,standard,2018,10,0.0,0.0
470952,canada,ontario,toronto,p1j 8t7,male,college,73455.0,single,star,3074.11,standard,2018,5,0.0,0.0
790240,canada,british columbia,vancouver,v1e 4r6,female,college,73455.0,single,star,3074.11,standard,2015,8,0.0,0.0
881871,canada,ontario,toronto,p2t 6g3,female,bachelor,86011.0,married,star,3086.01,standard,2018,12,0.0,0.0
229612,canada,ontario,ottawa,k1f 2r2,female,bachelor,81366.0,married,star,3087.43,standard,2012,8,0.0,0.0
852571,canada,ontario,toronto,m2m 7k8,male,doctor,155273.0,married,star,3088.0,standard,2013,12,0.0,0.0
137161,canada,ontario,trenton,k8v 4b2,male,bachelor,64526.0,single,star,10145.44,2018 promotion,2018,3,0.0,0.0
608493,canada,ontario,toronto,p1w 1k4,male,college,73455.0,single,star,3095.71,standard,2013,4,0.0,0.0
360240,canada,british columbia,vancouver,v5r 1w3,female,bachelor,56358.0,divorced,star,3095.8,standard,2018,1,0.0,0.0
199509,canada,ontario,toronto,m8y 4k8,female,bachelor,47715.0,divorced,star,3096.51,standard,2015,8,0.0,0.0
279883,canada,british columbia,vancouver,v5r 1w3,female,bachelor,47715.0,divorced,star,3096.51,standard,2018,10,0.0,0.0
292497,canada,quebec,tremblant,h5y 2s9,male,bachelor,47715.0,divorced,star,3096.51,standard,2015,11,0.0,0.0
816330,canada,british columbia,vancouver,v6e 3d9,male,bachelor,47715.0,divorced,star,3096.51,standard,2018,8,0.0,0.0
876426,canada,ontario,toronto,m2m 6j7,female,bachelor,47715.0,divorced,star,3096.51,standard,2013,10,0.0,0.0
278213,canada,quebec,tremblant,h5y 2s9,male,college,73455.0,single,star,3097.92,standard,2017,11,0.0,0.0
653400,canada,alberta,edmonton,t9g 1w3,female,bachelor,47445.0,married,star,3102.79,standard,2016,5,2018.0,8.0
285776,canada,ontario,kingston,m9k 2p4,female,bachelor,55206.0,married,star,3103.0,standard,2018,7,0.0,0.0
400470,canada,alberta,edmonton,t3g 6y6,male,college,73455.0,married,star,3107.57,standard,2015,1,0.0,0.0
690641,canada,british columbia,victoria,v10 6t5,female,bachelor,71728.0,single,star,3115.7,standard,2012,6,0.0,0.0
655325,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,48743.0,married,star,3118.98,standard,2013,2,0.0,0.0
459835,canada,ontario,toronto,m2p 4f6,female,bachelor,65025.0,single,star,10477.68,2018 promotion,2018,2,2018.0,10.0
567082,canada,quebec,montreal,h2t 2j6,male,college,73455.0,married,star,3123.08,standard,2015,12,2016.0,8.0
647005,canada,quebec,montreal,h2t 2j6,female,college,73455.0,married,star,3123.08,standard,2017,7,2018.0,3.0
736258,canada,ontario,toronto,p1l 8x8,male,college,73455.0,married,star,3123.08,standard,2018,10,0.0,0.0
966227,canada,alberta,edmonton,t9g 1w3,male,college,73455.0,married,star,3123.08,standard,2018,5,0.0,0.0
871022,canada,ontario,toronto,m8y 4k8,male,bachelor,68938.0,single,star,10737.68,2018 promotion,2018,3,0.0,0.0
346163,canada,british columbia,dawson creek,u5i 4f1,female,bachelor,57159.0,divorced,star,3126.27,standard,2013,10,0.0,0.0
966059,canada,quebec,quebec city,g1b 3l5,female,bachelor,67072.0,married,star,3129.11,standard,2013,5,0.0,0.0
369853,canada,quebec,hull,j8y 3z5,female,college,73455.0,single,star,3133.02,standard,2018,1,0.0,0.0
267944,canada,saskatchewan,regina,s6j 3g0,male,college,73455.0,single,star,3135.58,standard,2013,12,0.0,0.0
207110,canada,british columbia,vancouver,v6e 3d9,male,bachelor,68152.0,married,star,3136.43,standard,2017,3,0.0,0.0
348463,canada,ontario,toronto,p5s 6r4,female,bachelor,68152.0,married,star,3136.43,standard,2012,9,0.0,0.0
764634,canada,quebec,montreal,h2t 9k8,male,bachelor,63737.0,married,star,3141.25,standard,2015,9,0.0,0.0
453349,canada,quebec,quebec city,g1b 3l5,male,bachelor,75891.0,married,star,3142.81,standard,2012,8,0.0,0.0
457489,canada,nova scotia,halifax,b3c 2m8,female,bachelor,58766.0,married,star,3155.46,standard,2014,1,0.0,0.0
864806,canada,quebec,quebec city,g1b 3l5,male,bachelor,58766.0,married,star,3155.46,standard,2014,7,0.0,0.0
340307,canada,quebec,tremblant,h5y 2s9,male,bachelor,66046.0,single,star,3157.55,standard,2013,10,0.0,0.0
922634,canada,manitoba,winnipeg,r6y 4t5,male,bachelor,74530.0,married,star,3157.74,standard,2015,5,0.0,0.0
458963,canada,ontario,ottawa,k1f 2r2,female,bachelor,103081.0,married,star,3163.28,standard,2012,11,0.0,0.0
599746,canada,ontario,toronto,m2m 7k8,female,college,73455.0,single,star,3167.66,standard,2012,11,0.0,0.0
631704,canada,alberta,edmonton,t3g 6y6,female,college,73455.0,single,star,3167.66,standard,2014,6,0.0,0.0
254161,canada,ontario,toronto,m8y 4k8,female,bachelor,77010.0,divorced,star,3167.89,standard,2013,10,2014.0,9.0
948051,canada,british columbia,vancouver,v1e 4r6,female,bachelor,77010.0,divorced,star,3167.89,standard,2018,6,0.0,0.0
113804,canada,quebec,montreal,h2t 2j6,female,college,73455.0,married,star,3173.03,standard,2016,11,0.0,0.0
336076,canada,saskatchewan,regina,s6j 3g0,male,bachelor,80013.0,married,star,3179.47,standard,2018,11,0.0,0.0
607275,canada,ontario,trenton,k8v 4b2,female,high school or below,46395.0,single,star,3185.17,standard,2013,5,0.0,0.0
836374,canada,british columbia,vancouver,v6e 3z3,female,high school or below,46395.0,single,star,3185.17,standard,2015,5,0.0,0.0
408259,canada,ontario,toronto,p1j 8t7,female,college,73455.0,single,star,3189.67,standard,2017,3,0.0,0.0
812617,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,70435.0,single,star,3193.46,standard,2018,9,0.0,0.0
617079,canada,british columbia,vancouver,v6e 3d9,male,bachelor,77872.0,married,star,3196.58,standard,2016,8,0.0,0.0
675204,canada,quebec,montreal,h2y 2w2,female,college,73455.0,single,star,3199.7,standard,2016,3,0.0,0.0
375768,canada,quebec,montreal,h2t 9k8,female,college,73455.0,married,star,3199.75,standard,2014,3,0.0,0.0
870169,canada,ontario,toronto,p1j 8t7,male,bachelor,17682.0,divorced,star,10972.07,2018 promotion,2018,4,0.0,0.0
282041,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,married,star,3200.8,standard,2013,10,0.0,0.0
585947,canada,manitoba,winnipeg,r2c 0m5,female,bachelor,49977.0,married,star,3207.47,standard,2013,12,0.0,0.0
775562,canada,ontario,toronto,m2p 4f6,male,bachelor,70226.0,married,star,3208.23,standard,2015,3,2017.0,4.0
224530,canada,quebec,montreal,h2y 2w2,female,bachelor,61275.0,married,star,3208.92,standard,2018,12,0.0,0.0
686561,canada,ontario,sudbury,m5v 1g5,female,bachelor,102682.0,married,star,10986.23,2018 promotion,2018,3,2018.0,11.0
871455,canada,alberta,calgary,t3e 2v9,male,doctor,126281.0,divorced,star,3211.07,standard,2017,6,2017.0,6.0
758262,canada,quebec,montreal,h2t 9k8,male,bachelor,49608.0,married,star,3215.2,standard,2016,11,0.0,0.0
287097,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,82234.0,married,star,3218.61,standard,2016,7,0.0,0.0
751594,canada,quebec,montreal,h4g 3t4,male,college,73455.0,single,star,3223.22,standard,2017,3,0.0,0.0
198645,canada,ontario,toronto,p1l 8x8,male,bachelor,83332.0,married,star,3223.33,standard,2015,2,0.0,0.0
948662,canada,quebec,hull,j8y 3z5,female,bachelor,53571.0,married,star,3225.4,standard,2013,10,0.0,0.0
564138,canada,british columbia,vancouver,v5r 1w3,male,bachelor,77914.0,divorced,star,3230.58,standard,2012,7,0.0,0.0
668253,canada,quebec,quebec city,g1b 3l5,male,bachelor,77914.0,divorced,star,3230.58,standard,2013,4,0.0,0.0
746837,canada,new brunswick,moncton,e1a 2a7,female,bachelor,77914.0,divorced,star,3230.58,standard,2012,12,0.0,0.0
983855,canada,nova scotia,halifax,b3j 9s2,female,bachelor,77914.0,divorced,star,3230.58,standard,2018,6,0.0,0.0
422121,canada,british columbia,whistler,v6t 1y8,female,college,73455.0,single,star,3233.26,standard,2016,3,0.0,0.0
135076,canada,ontario,toronto,m1r 4k3,male,bachelor,87293.0,married,star,3235.36,standard,2016,10,0.0,0.0
602014,canada,british columbia,whistler,v6t 1y8,male,doctor,274634.0,divorced,star,3237.5,standard,2012,10,0.0,0.0
520821,canada,british columbia,vancouver,v5r 1w3,male,bachelor,75990.0,married,star,3238.0,standard,2017,1,0.0,0.0
711853,canada,ontario,toronto,m2p 4f6,male,college,73455.0,married,star,11039.32,2018 promotion,2018,3,0.0,0.0
562737,canada,british columbia,dawson creek,u5i 4f1,female,doctor,123647.0,single,star,3239.12,standard,2016,5,0.0,0.0
900151,canada,quebec,quebec city,g1b 3l5,male,bachelor,97176.0,divorced,star,3241.59,standard,2016,3,0.0,0.0
693494,canada,british columbia,victoria,v10 6t5,male,bachelor,56567.0,single,star,3241.84,standard,2018,1,0.0,0.0
176278,canada,ontario,toronto,m2z 4k1,female,bachelor,81741.0,divorced,star,3244.82,standard,2014,6,0.0,0.0
632103,canada,newfoundland,st. john's,a1c 6h9,male,bachelor,70530.0,married,star,3259.89,standard,2013,6,0.0,0.0
606877,canada,british columbia,vancouver,v6e 3z3,male,college,73455.0,divorced,star,3261.02,standard,2016,2,0.0,0.0
174743,canada,quebec,tremblant,h5y 2s9,male,bachelor,50800.0,divorced,star,3265.16,standard,2015,6,0.0,0.0
581396,canada,ontario,trenton,k8v 4b2,male,bachelor,50800.0,divorced,star,3265.16,standard,2017,4,0.0,0.0
740349,canada,ontario,kingston,m9k 2p4,female,bachelor,50800.0,divorced,star,3265.16,standard,2016,3,2016.0,11.0
183052,canada,ontario,toronto,p1w 1k4,female,bachelor,52929.0,single,star,3267.71,standard,2016,3,0.0,0.0
725326,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,married,star,3272.01,standard,2012,7,0.0,0.0
147754,canada,nova scotia,halifax,b3j 9s2,male,bachelor,93278.0,married,star,3274.04,standard,2016,10,0.0,0.0
564111,canada,alberta,calgary,t3e 2v9,male,bachelor,55093.0,married,star,3274.19,standard,2016,1,0.0,0.0
682826,canada,ontario,toronto,m2m 7k8,female,bachelor,83310.0,single,star,3278.53,standard,2014,7,0.0,0.0
461012,canada,ontario,toronto,m8y 4k8,male,bachelor,78224.0,married,star,3280.46,standard,2016,11,0.0,0.0
638506,canada,british columbia,kelowna,v09 2e9,female,bachelor,78224.0,married,star,3280.46,standard,2016,6,0.0,0.0
605907,canada,british columbia,west vancouver,v6v 8z3,male,bachelor,76495.0,married,star,3286.17,standard,2015,11,0.0,0.0
609009,canada,quebec,montreal,h2t 2j6,female,bachelor,76495.0,married,star,3286.17,standard,2016,10,0.0,0.0
747681,canada,ontario,sudbury,m5v 1g5,male,bachelor,54376.0,married,star,3286.44,standard,2014,6,0.0,0.0
199073,canada,british columbia,vancouver,v5r 1w3,male,high school or below,55648.0,single,star,3288.83,standard,2017,1,0.0,0.0
998465,canada,quebec,montreal,h2y 2w2,female,bachelor,47966.0,married,star,3289.13,standard,2017,5,0.0,0.0
240442,canada,newfoundland,st. john's,a1c 6h9,male,college,73455.0,single,star,3293.25,standard,2012,8,0.0,0.0
631869,canada,ontario,trenton,k8v 4b2,male,college,73455.0,single,star,3297.9,standard,2014,8,0.0,0.0
816763,canada,british columbia,vancouver,v6e 3z3,female,college,73455.0,single,star,3297.9,standard,2013,6,0.0,0.0
376862,canada,quebec,quebec city,g1b 3l5,male,bachelor,75513.0,divorced,star,3300.61,standard,2015,4,0.0,0.0
845699,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,single,star,3300.68,standard,2015,2,0.0,0.0
604019,canada,ontario,toronto,p1w 1k4,female,college,73455.0,married,star,3301.52,standard,2015,9,0.0,0.0
688615,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,married,star,3301.52,standard,2018,6,0.0,0.0
912957,canada,newfoundland,st. john's,a1c 6h9,male,master,114637.0,single,star,3304.76,standard,2012,10,0.0,0.0
342044,canada,ontario,toronto,m2m 7k8,female,bachelor,90298.0,divorced,star,3308.0,standard,2013,7,0.0,0.0
802974,canada,ontario,ottawa,k1f 2r2,female,master,80838.0,divorced,star,11790.5,2018 promotion,2018,4,0.0,0.0
253282,canada,british columbia,vancouver,v5r 1w3,female,bachelor,78434.0,married,star,3314.55,standard,2014,2,2018.0,1.0
858674,canada,quebec,montreal,h2y 2w2,male,bachelor,86160.0,married,star,3317.9,standard,2015,2,0.0,0.0
850721,canada,ontario,toronto,m2m 7k8,female,bachelor,83429.0,married,star,3323.09,standard,2017,8,0.0,0.0
793662,canada,new brunswick,fredericton,e3b 2h2,male,doctor,81863.0,married,star,3323.86,standard,2015,10,0.0,0.0
436719,canada,quebec,quebec city,g1b 3l5,male,college,73455.0,married,star,3324.55,standard,2017,3,0.0,0.0
629966,canada,ontario,ottawa,k1g 4z0,male,bachelor,87195.0,married,star,3329.89,standard,2018,9,0.0,0.0
194657,canada,ontario,toronto,m8y 4k8,male,bachelor,65526.0,married,star,3330.67,standard,2018,6,0.0,0.0
470323,canada,manitoba,winnipeg,r6y 4t5,male,bachelor,76256.0,married,star,3337.98,standard,2015,9,0.0,0.0
896331,canada,quebec,tremblant,h5y 2s9,male,bachelor,60314.0,single,star,3339.3,standard,2012,8,0.0,0.0
709747,canada,alberta,banff,t4v 1d4,female,college,73455.0,single,star,3339.76,standard,2014,5,0.0,0.0
690970,canada,quebec,montreal,h2y 2w2,male,bachelor,69249.0,married,star,3339.85,standard,2017,1,0.0,0.0
710145,canada,quebec,montreal,h2t 2j6,female,college,73455.0,single,star,3341.68,standard,2018,9,0.0,0.0
358794,canada,quebec,hull,j8y 3z5,male,college,73455.0,married,star,3342.18,standard,2014,9,0.0,0.0
504638,canada,alberta,banff,t4v 1d4,female,college,73455.0,married,star,3343.88,standard,2015,2,2018.0,10.0
937312,canada,ontario,toronto,m1r 4k3,female,college,73455.0,married,star,3343.88,standard,2012,7,0.0,0.0
957557,canada,british columbia,vancouver,v6e 3z3,male,bachelor,61758.0,divorced,star,3343.93,standard,2013,1,0.0,0.0
393565,canada,ontario,toronto,m8y 4k8,male,bachelor,56232.0,married,star,3344.81,standard,2013,4,0.0,0.0
744731,canada,british columbia,kelowna,v09 2e9,male,bachelor,56232.0,married,star,3344.81,standard,2014,5,2014.0,7.0
420481,canada,saskatchewan,regina,s1j 3c5,male,bachelor,89051.0,married,star,3349.64,standard,2012,8,0.0,0.0
103043,canada,ontario,thunder bay,k8t 5m5,male,bachelor,97920.0,married,star,3351.21,standard,2018,12,0.0,0.0
155374,canada,quebec,quebec city,g1b 3l5,male,bachelor,72416.0,married,star,3352.94,standard,2015,3,0.0,0.0
506793,canada,nova scotia,halifax,b3j 9s2,female,bachelor,66038.0,married,star,3355.53,standard,2014,1,2016.0,3.0
235930,canada,saskatchewan,regina,s6j 3g0,male,bachelor,86728.0,single,star,3360.44,standard,2013,12,0.0,0.0
486048,canada,nova scotia,halifax,b3j 9s2,male,bachelor,86728.0,single,star,3360.44,standard,2013,4,0.0,0.0
288776,canada,british columbia,vancouver,v1e 4r6,male,bachelor,48629.0,married,star,3362.41,standard,2013,11,0.0,0.0
488679,canada,ontario,toronto,m8y 4k8,male,bachelor,48629.0,married,star,3362.41,standard,2016,4,0.0,0.0
872946,canada,new brunswick,moncton,e1a 2a7,female,bachelor,90548.0,married,star,3363.0,standard,2015,12,0.0,0.0
256013,canada,ontario,london,m5b 3e4,female,bachelor,60997.0,married,star,3369.71,standard,2015,12,0.0,0.0
485196,canada,british columbia,west vancouver,v6v 8z3,male,college,73455.0,divorced,star,3370.07,standard,2016,6,0.0,0.0
318654,canada,british columbia,whistler,v6t 1y8,female,bachelor,100317.0,divorced,star,3372.42,standard,2016,1,0.0,0.0
270248,canada,quebec,hull,j8y 3z5,female,college,73455.0,married,star,3382.22,standard,2015,3,0.0,0.0
422320,canada,british columbia,vancouver,v6e 3z3,male,college,73455.0,married,star,3382.22,standard,2017,6,0.0,0.0
607588,canada,ontario,toronto,p5s 6r4,male,bachelor,59018.0,married,star,12885.79,2018 promotion,2018,3,0.0,0.0
920637,canada,ontario,sudbury,m5v 1g5,female,bachelor,71862.0,single,star,3384.47,standard,2012,7,0.0,0.0
919463,canada,ontario,toronto,m8y 4k8,male,bachelor,37850.0,married,star,16515.01,2018 promotion,2018,4,0.0,0.0
620990,canada,ontario,trenton,k8v 4b2,male,college,73455.0,married,star,3398.01,standard,2018,5,0.0,0.0
196469,canada,british columbia,victoria,v10 6t5,female,college,73455.0,single,star,3398.05,standard,2014,6,0.0,0.0
192098,canada,ontario,ottawa,k1g 4z0,male,bachelor,51176.0,married,star,17086.75,2018 promotion,2018,2,0.0,0.0
996639,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,53075.0,married,star,3399.13,standard,2015,9,0.0,0.0
532422,canada,ontario,toronto,p1w 1k4,male,bachelor,73930.0,married,star,3402.78,standard,2013,2,0.0,0.0
604822,canada,nova scotia,halifax,b3c 2m8,male,bachelor,94122.0,married,star,3409.68,standard,2018,11,0.0,0.0
136906,canada,ontario,toronto,p1j 8t7,female,bachelor,54104.0,married,star,3412.57,standard,2014,4,0.0,0.0
518578,canada,british columbia,vancouver,v5r 1w3,female,bachelor,54104.0,married,star,3412.57,standard,2015,12,2017.0,6.0
142686,canada,ontario,toronto,m8y 4k8,female,bachelor,63025.0,divorced,star,3417.2,standard,2016,7,0.0,0.0
717565,canada,ontario,kingston,m9k 2p4,male,bachelor,84929.0,married,star,3417.95,standard,2012,7,0.0,0.0
982508,canada,ontario,toronto,m8y 4k8,female,bachelor,61376.0,married,star,3419.11,standard,2017,2,0.0,0.0
290445,canada,british columbia,vancouver,v1e 4r6,male,college,73455.0,married,star,3420.45,standard,2016,5,0.0,0.0
344998,canada,ontario,toronto,m8y 4k8,female,college,73455.0,married,star,3420.45,standard,2016,10,0.0,0.0
599483,canada,quebec,montreal,h4g 3t4,female,master,75327.0,married,star,3420.66,standard,2014,2,0.0,0.0
716948,canada,british columbia,whistler,v6t 1y8,female,bachelor,104947.0,single,star,3423.82,standard,2013,7,0.0,0.0
778920,canada,quebec,tremblant,h5y 2s9,male,doctor,299662.0,married,star,3423.97,standard,2016,2,0.0,0.0
137227,canada,ontario,ottawa,k1f 2r2,male,bachelor,53269.0,single,star,3425.73,standard,2017,4,0.0,0.0
251020,canada,british columbia,vancouver,v5r 1w3,male,bachelor,94374.0,married,star,3433.82,standard,2015,3,2015.0,11.0
223958,canada,ontario,toronto,m2m 7k8,male,bachelor,78993.0,married,star,3435.25,standard,2017,5,0.0,0.0
267245,canada,ontario,trenton,k8v 4b2,male,bachelor,54457.0,divorced,star,3436.13,standard,2014,12,0.0,0.0
269565,canada,ontario,toronto,p1j 8t7,male,bachelor,54457.0,divorced,star,3436.13,standard,2018,1,0.0,0.0
383891,canada,british columbia,vancouver,v5r 1w3,male,bachelor,54457.0,divorced,star,3436.13,standard,2014,7,0.0,0.0
493827,canada,british columbia,dawson creek,u5i 4f1,male,bachelor,54457.0,divorced,star,3436.13,standard,2014,4,2014.0,12.0
707716,canada,ontario,toronto,m2m 7k8,female,bachelor,54457.0,divorced,star,3436.13,standard,2013,9,0.0,0.0
991371,canada,ontario,toronto,p1j 8t7,female,bachelor,54457.0,divorced,star,3436.13,standard,2012,7,0.0,0.0
997857,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,54457.0,divorced,star,3436.13,standard,2016,6,2016.0,8.0
696609,canada,new brunswick,fredericton,e3b 2h2,female,bachelor,54231.0,single,star,3436.45,standard,2016,5,0.0,0.0
836720,canada,ontario,toronto,m2z 4k1,female,bachelor,84750.0,married,star,18453.58,2018 promotion,2018,2,0.0,0.0
803529,canada,quebec,montreal,h2y 4r4,female,high school or below,68437.0,married,star,3440.36,standard,2014,7,0.0,0.0
290964,canada,new brunswick,fredericton,e3b 2h2,male,college,73455.0,married,star,3444.17,standard,2017,11,0.0,0.0
325367,canada,ontario,toronto,m2z 4k1,male,college,73455.0,married,star,3444.97,standard,2017,5,0.0,0.0
263055,canada,ontario,ottawa,k1f 2r2,female,bachelor,76825.0,married,star,3452.03,standard,2013,7,0.0,0.0
856654,canada,quebec,montreal,h2t 2j6,male,bachelor,80036.0,married,star,3452.41,standard,2013,4,0.0,0.0
721423,canada,quebec,tremblant,h5y 2s9,female,college,73455.0,single,star,3455.17,standard,2012,9,0.0,0.0
807902,canada,new brunswick,moncton,e1a 2a7,female,college,73455.0,single,star,3455.17,standard,2016,8,0.0,0.0
587619,canada,manitoba,winnipeg,r2c 0m5,male,bachelor,81959.0,divorced,star,3455.23,standard,2012,4,0.0,0.0
439675,canada,ontario,toronto,m8y 4k8,male,college,73455.0,married,star,3457.15,standard,2014,3,0.0,0.0
960309,canada,quebec,montreal,h2t 2j6,female,college,73455.0,married,star,3459.23,standard,2017,6,0.0,0.0
215651,canada,ontario,toronto,p1w 1k4,female,college,73455.0,single,star,3467.32,standard,2017,7,0.0,0.0
115198,canada,yukon,whitehorse,y2k 6r0,male,bachelor,55845.0,married,star,3469.84,standard,2012,9,0.0,0.0
700145,canada,nova scotia,halifax,b3j 9s2,male,bachelor,101339.0,married,star,3470.18,standard,2016,5,0.0,0.0
478785,canada,british columbia,vancouver,v6e 3d9,male,college,73455.0,married,star,3475.07,standard,2017,6,0.0,0.0
148453,canada,british columbia,vancouver,v5r 1w3,female,college,73455.0,single,star,3479.14,standard,2018,7,0.0,0.0
